% Moku:Pro Data Logger
% Input 1, DC coupling, 1 MOhm impedance, 400 mVpp range
% Input 2, DC coupling, 1 MOhm impedance, 4 Vpp range
% Input 3, DC coupling, 1 MOhm impedance, 4 Vpp range
% Input 4, DC coupling, 1 MOhm impedance, 4 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode, trigger: Input 2, level: 0.000 V
% Output 1 (on) - Sine, 1.000 000 Hz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg, output termination 50 Ohm
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %, output termination 50 Ohm
% Output 3 (off) - Square, 80.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %, output termination 50 Ohm
% Output 4 (off) - Pulse, 10.000 000 000 kHz, 200.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, width 1.000 us, edge 2.000 ns, output termination 50 Ohm
% Internal 10 MHz clock
% Acquired 2024-09-17 T 00:26:28 +1000
% Time (s), Input 1 (V), Input 2 (V), Input 3 (V), Input 4 (V)
6.4910000000e+00, -3.0580455876e-03, 7.1895581921e-02, 8.8284715432e-06, 4.8385499078e-05
6.4920000000e+00, -3.0489981155e-03, 6.5610668311e-02, 1.0197226821e-05, 4.5374237466e-05
6.4930000000e+00, -3.0686260657e-03, 5.9344643524e-02, 9.7866002378e-06, 3.9009525423e-05
6.4940000000e+00, -3.0641433923e-03, 5.3109621044e-02, 4.9959567647e-06, 4.7358932619e-05
6.4950000000e+00, -3.0673325920e-03, 4.6849618780e-02, 5.8172099315e-06, 4.5237361938e-05
6.4960000000e+00, -3.0489707404e-03, 4.0510228710e-02, 8.3494071959e-06, 4.1747035979e-05
6.4970000000e+00, -3.0461237295e-03, 3.4206905342e-02, 9.3075358905e-06, 4.2636726910e-05
6.4980000000e+00, -3.0681812202e-03, 2.8002063915e-02, 6.7753386261e-06, 5.3381455842e-05
6.4990000000e+00, -3.0766195963e-03, 2.1787093700e-02, 1.1223793280e-05, 4.5579550758e-05
6.5000000000e+00, -3.0634932335e-03, 1.5491024734e-02, 1.1634419863e-06, 4.8522374605e-05
6.5010000000e+00, -3.0916964353e-03, 9.2228099387e-03, 2.6006350282e-06, 4.9480503300e-05
6.5020000000e+00, -3.0683112520e-03, 2.9256459690e-03, 4.3115791257e-06, 4.5921739577e-05
6.5030000000e+00, -3.0388693267e-03, -3.3765823953e-03, 1.1360668807e-05, 4.0583593993e-05
6.5040000000e+00, -3.0679622194e-03, -9.6157795791e-03, 3.2850126672e-06, 3.6751079215e-05
6.5050000000e+00, -3.0611389745e-03, -1.5812271598e-02, 5.1328322925e-06, 5.2081138328e-05
6.5060000000e+00, -3.0353516257e-03, -2.2080965458e-02, 9.9234757656e-06, 5.0370194231e-05
6.5070000000e+00, -3.0308005145e-03, -2.8420903030e-02, 6.5015875705e-06, 4.3321104549e-05
6.5080000000e+00, -3.0562593621e-03, -3.4706980082e-02, 5.1328322925e-06, 4.5237361938e-05
6.5090000000e+00, -3.0181395286e-03, -4.0920855293e-02, 9.6497247100e-06, 4.2773602438e-05
6.5100000000e+00, -3.0256334635e-03, -4.7149649937e-02, 1.0265664585e-05, 4.6195490633e-05
6.5110000000e+00, -3.0237172062e-03, -5.3419370364e-02, -6.0909609871e-06, 4.4552984299e-05
6.5120000000e+00, -3.0487380520e-03, -5.9681357323e-02, 1.0539415641e-05, 4.9617378828e-05
6.5130000000e+00, -3.0382876057e-03, -6.5976810348e-02, 5.1328322925e-06, 5.0917696342e-05
6.5140000000e+00, -3.0634590146e-03, -7.2259260199e-02, 5.1328322925e-06, 4.7906434730e-05
6.5150000000e+00, -3.0606872853e-03, -7.8622671924e-02, 6.9806519178e-06, 4.7085181563e-05
6.5160000000e+00, -3.0518314388e-03, -8.4855162207e-02, 5.4750211120e-07, 4.0036091882e-05
6.5170000000e+00, -3.0508459351e-03, -9.1110716016e-02, 1.9983827059e-05, 4.3731731132e-05
6.5180000000e+00, -3.0410388038e-03, -9.7430259135e-02, 1.6835689920e-05, 4.3731731132e-05
6.5190000000e+00, -3.0509485917e-03, -1.0366836131e-01, 7.3228407373e-06, 4.5374237466e-05
6.5200000000e+00, -3.0692556931e-03, -1.0985972050e-01, 1.0813166696e-05, 4.0857345049e-05
6.5210000000e+00, -3.0744501192e-03, -1.1603554432e-01, 1.9162573892e-06, 4.7016743800e-05
6.5220000000e+00, -3.0543225734e-03, -1.2228685498e-01, 9.3759736544e-06, 4.3184229021e-05
6.5230000000e+00, -3.0396016108e-03, -1.2850675272e-01, 5.6118966398e-06, 4.8522374605e-05
6.5240000000e+00, -3.0436531263e-03, -1.3475272524e-01, 4.3800168896e-06, 4.7632683675e-05
6.5250000000e+00, -3.0594896244e-03, -1.4098104082e-01, 1.3003175141e-05, 4.8727687897e-05
6.5260000000e+00, -3.0467807320e-03, -1.4734917475e-01, 4.1062658340e-06, 4.7016743800e-05
6.5270000000e+00, -3.0659296178e-03, -1.5355470055e-01, 7.1175274456e-06, 4.8727687897e-05
6.5280000000e+00, -3.0529811932e-03, -1.5975187695e-01, 1.0881604460e-05, 4.5921739577e-05
6.5290000000e+00, -3.0434820319e-03, -1.6601885987e-01, 7.3912785012e-06, 4.7153619327e-05
6.5300000000e+00, -3.0496961807e-03, -1.7222363286e-01, 1.0950042224e-06, 4.3800168896e-05
6.5310000000e+00, -3.0852016917e-03, -1.7835798338e-01, 9.8550380017e-06, 4.8590812369e-05
6.5320000000e+00, -3.0689819420e-03, -1.8446119473e-01, 4.9959567647e-06, 4.2157662563e-05
6.5330000000e+00, -3.0674831550e-03, -1.9064146700e-01, 7.3912785012e-06, 4.3800168896e-05
6.5340000000e+00, -3.0688382227e-03, -1.9679498010e-01, 7.5281540290e-06, 4.1267971632e-05
6.5350000000e+00, -3.0650193956e-03, -2.0297812676e-01, 1.4714119239e-05, 4.6606117216e-05
6.5360000000e+00, -3.0562319870e-03, -2.0912637015e-01, 8.0756561402e-06, 5.1259885161e-05
6.5370000000e+00, -3.0650741458e-03, -2.1539752777e-01, 6.5700253344e-06, 4.8043310258e-05
6.5380000000e+00, -3.0843667510e-03, -2.2154912462e-01, 9.9234757656e-06, 4.3389542313e-05
6.5390000000e+00, -3.0533096945e-03, -2.2768121670e-01, 1.1565982099e-05, 4.6195490633e-05
6.5400000000e+00, -3.0286241937e-03, -2.3384786986e-01, 2.3953217365e-06, 4.2978915729e-05
6.5410000000e+00, -3.0448165682e-03, -2.3996504251e-01, 1.1634419863e-06, 4.6263928397e-05
6.5420000000e+00, -3.0636164215e-03, -2.4600672831e-01, 1.3687552780e-07, 4.1815473743e-05
6.5430000000e+00, -3.0737657416e-03, -2.5201925961e-01, 1.4371930419e-05, 4.2499851382e-05
6.5440000000e+00, -3.0523378783e-03, -2.5810542996e-01, -1.3003175141e-06, 4.5579550758e-05
6.5450000000e+00, -3.0617206955e-03, -2.6414068261e-01, 3.7640770145e-06, 4.8659250133e-05
6.5460000000e+00, -3.0520093770e-03, -2.7023061703e-01, 6.2962742788e-06, 4.8248623550e-05
6.5470000000e+00, -3.0339486516e-03, -2.7629009664e-01, 1.0265664585e-06, 5.5092399940e-05
6.5480000000e+00, -3.0562456745e-03, -2.8231830020e-01, 8.8969093071e-06, 4.0446718465e-05
6.5490000000e+00, -3.0538024464e-03, -2.8828853697e-01, -4.7906434730e-07, 4.7495808147e-05
6.5500000000e+00, -3.0479236426e-03, -2.9430099984e-01, 1.4029741600e-05, 4.3047353493e-05
6.5510000000e+00, -3.0555544531e-03, -3.0032434432e-01, 5.8172099315e-06, 4.7906434730e-05
6.5520000000e+00, -3.0396152983e-03, -3.0635932322e-01, 2.2584462087e-06, 4.2842040202e-05
6.5530000000e+00, -3.0560061423e-03, -3.1229657299e-01, 4.6537679452e-06, 4.6742992744e-05
6.5540000000e+00, -3.0543978549e-03, -3.1819310229e-01, 5.3381455842e-06, 4.8659250133e-05
6.5550000000e+00, -3.0636780155e-03, -3.2412289234e-01, 2.7375105560e-07, 4.1062658340e-05
6.5560000000e+00, -3.0277345028e-03, -3.3007205028e-01, 7.7334673207e-06, 4.4005482188e-05
6.5570000000e+00, -3.0706860423e-03, -3.3597843462e-01, 1.2113484210e-05, 4.5237361938e-05
6.5580000000e+00, -3.0382123242e-03, -3.4192697662e-01, 9.9234757656e-06, 4.5168924174e-05
6.5590000000e+00, -3.0451656008e-03, -3.4782309529e-01, 3.2165749033e-06, 4.7495808147e-05
6.5600000000e+00, -3.0416342123e-03, -3.5384055412e-01, 8.5547204876e-06, 4.5100486410e-05
6.5610000000e+00, -3.0363234419e-03, -3.5967631068e-01, 6.0225232232e-06, 4.6332366161e-05
6.5620000000e+00, -3.0346261854e-03, -3.6553636266e-01, 6.9122141539e-06, 5.5503026523e-05
6.5630000000e+00, -3.0098448718e-03, -3.7146936928e-01, 1.2318797502e-05, 4.7495808147e-05
6.5640000000e+00, -3.0705970732e-03, -3.7727891419e-01, 1.1292231044e-05, 5.0575507522e-05
6.5650000000e+00, -3.0637053906e-03, -3.8306423212e-01, 4.1062658340e-07, 4.6879868272e-05
6.5660000000e+00, -3.0430714053e-03, -3.8879377328e-01, 2.3747904073e-05, 4.8317061314e-05
6.5670000000e+00, -3.0462811363e-03, -3.9458429248e-01, 2.8743860838e-06, 4.0925782812e-05
6.5680000000e+00, -3.0338596825e-03, -4.0033210652e-01, 7.9387806124e-06, 4.4005482188e-05
6.5690000000e+00, -3.0447549742e-03, -4.0610558472e-01, 1.2250359738e-05, 4.7290494855e-05
6.5700000000e+00, -3.0614606320e-03, -4.1187201383e-01, 9.4444114183e-06, 4.3868606660e-05
6.5710000000e+00, -3.0631715760e-03, -4.1758163960e-01, 5.4750211120e-06, 4.8043310258e-05
6.5720000000e+00, -3.0569848023e-03, -4.2326580652e-01, -2.3953217365e-06, 4.3115791257e-05
6.5730000000e+00, -3.0252228369e-03, -4.2892102426e-01, -5.4750211120e-07, 5.1396760689e-05
6.5740000000e+00, -3.0287131628e-03, -4.3457610513e-01, 1.0813166696e-05, 4.3731731132e-05
6.5750000000e+00, -3.0527485049e-03, -4.4029387499e-01, 9.9919135295e-06, 5.3518331370e-05
6.5760000000e+00, -3.0521530963e-03, -4.4595169337e-01, 1.8478196253e-06, 4.2773602438e-05
6.5770000000e+00, -3.0298971361e-03, -4.5151328825e-01, 1.1223793280e-05, 3.8530461076e-05
6.5780000000e+00, -3.0412920235e-03, -4.5705099836e-01, 9.3075358905e-06, 5.1465198453e-05
6.5790000000e+00, -3.0385955757e-03, -4.6261095073e-01, 3.5587637228e-06, 4.8385499078e-05
6.5800000000e+00, -3.0557255475e-03, -4.6818705442e-01, 8.0756561402e-06, 4.4073919952e-05
6.5810000000e+00, -3.0663265569e-03, -4.7377273940e-01, 1.1976608683e-05, 4.8453936841e-05
6.5820000000e+00, -3.0802673290e-03, -4.7933330772e-01, 1.2318797502e-06, 4.5305799702e-05
6.5830000000e+00, -3.0465138247e-03, -4.8483057110e-01, 1.0060351293e-05, 5.1944262800e-05
6.5840000000e+00, -3.0701522278e-03, -4.9038094219e-01, 4.7906434730e-06, 5.1807387273e-05
6.5850000000e+00, -3.0558829544e-03, -4.9577500143e-01, 5.4750211120e-06, 4.5305799702e-05
6.5860000000e+00, -3.0661143998e-03, -5.0124749034e-01, 7.5965917929e-06, 5.1670511745e-05
6.5870000000e+00, -3.0536176644e-03, -5.0673729401e-01, 1.1223793280e-05, 4.2499851382e-05
6.5880000000e+00, -3.0730197700e-03, -5.1216475088e-01, 6.2278365149e-06, 5.4887086648e-05
6.5890000000e+00, -3.0234160800e-03, -5.1754204286e-01, 4.7222057091e-06, 4.6674554980e-05
6.5900000000e+00, -3.0321213634e-03, -5.2286739059e-01, 9.0337848349e-06, 4.7974872494e-05
6.5910000000e+00, -3.0291169456e-03, -5.2814715876e-01, 1.3482239488e-05, 4.6469241688e-05
6.5920000000e+00, -3.0551780454e-03, -5.3352123417e-01, 7.6650295568e-06, 4.2362975854e-05
6.5930000000e+00, -3.0550411699e-03, -5.3880805143e-01, 6.0225232232e-06, 4.3800168896e-05
6.5940000000e+00, -3.0470750144e-03, -5.4414482826e-01, 1.1497544335e-05, 4.4758297591e-05
6.5950000000e+00, -3.0353242506e-03, -5.4940488635e-01, 6.7753386261e-06, 5.1191447398e-05
6.5960000000e+00, -3.0326620217e-03, -5.5465207815e-01, 1.2524110794e-05, 4.7564245911e-05
6.5970000000e+00, -3.0598318132e-03, -5.5994827138e-01, 1.2934737377e-05, 4.3594855605e-05
6.5980000000e+00, -3.0813212705e-03, -5.6513674358e-01, 4.0378280701e-06, 4.5853301813e-05
6.5990000000e+00, -3.0504969025e-03, -5.7030276819e-01, -1.0950042224e-06, 4.8043310258e-05
6.6000000000e+00, -3.0435710010e-03, -5.7551697298e-01, 7.8703428485e-06, 4.8453936841e-05
6.6010000000e+00, -3.0437763142e-03, -5.8067321099e-01, -6.8437763900e-07, 4.1883911507e-05
6.6020000000e+00, -3.0478209860e-03, -5.8576388562e-01, 5.6803344037e-06, 4.7290494855e-05
6.6030000000e+00, -3.0638354223e-03, -5.9081999918e-01, 5.2012700564e-06, 5.5297713232e-05
6.6040000000e+00, -3.0710898251e-03, -5.9580534809e-01, 9.5812869461e-07, 5.0028005411e-05
6.6050000000e+00, -3.0714388577e-03, -6.0086474666e-01, 6.9806519178e-06, 4.1678598215e-05
6.6060000000e+00, -3.0483684881e-03, -6.0587617036e-01, 4.9959567647e-06, 4.7906434730e-05
6.6070000000e+00, -3.0554791716e-03, -6.1092482420e-01, 1.8683509545e-05, 4.3321104549e-05
6.6080000000e+00, -3.0360291596e-03, -6.1589764900e-01, 9.0337848349e-06, 4.0720469521e-05
6.6090000000e+00, -3.0479099551e-03, -6.2083166959e-01, 8.8284715432e-06, 4.4963610883e-05
6.6100000000e+00, -3.0441937846e-03, -6.2584884206e-01, 9.8550380017e-06, 4.9959567647e-05
6.6110000000e+00, -3.0525363478e-03, -6.3083432785e-01, 9.3759736544e-06, 4.2294538090e-05
6.6120000000e+00, -3.0617343830e-03, -6.3569340909e-01, 9.9234757656e-06, 4.8590812369e-05
6.6130000000e+00, -3.0228343590e-03, -6.4058705139e-01, 1.2866299613e-05, 4.9275190008e-05
6.6140000000e+00, -3.0389788271e-03, -6.4546816959e-01, 1.7109440975e-05, 4.8111748022e-05
6.6150000000e+00, -3.0680648760e-03, -6.5026682028e-01, 5.3381455842e-06, 4.4347671007e-05
6.6160000000e+00, -3.0578539619e-03, -6.5498615161e-01, 1.2797861849e-05, 4.5237361938e-05
6.6170000000e+00, -3.0746075261e-03, -6.5972977834e-01, 3.3534504311e-06, 4.1062658340e-05
6.6180000000e+00, -3.0621997598e-03, -6.6436732653e-01, 8.4862827237e-06, 4.5442675230e-05
6.6190000000e+00, -3.0556023595e-03, -6.6908843724e-01, 1.0334102349e-05, 4.2773602438e-05
6.6200000000e+00, -3.0627951683e-03, -6.7374507957e-01, 8.4178449598e-06, 3.4629508534e-05
6.6210000000e+00, -3.0620765718e-03, -6.7834834044e-01, 9.7866002378e-06, 4.2020787035e-05
6.6220000000e+00, -3.0609131299e-03, -6.8296638387e-01, 8.2809694320e-06, 4.9412065536e-05
6.6230000000e+00, -3.0196109404e-03, -6.8759291359e-01, 8.6915960154e-06, 4.2362975854e-05
6.6240000000e+00, -3.0394921103e-03, -6.9214956835e-01, 4.5853301813e-06, 3.7367019090e-05
6.6250000000e+00, -3.0611800372e-03, -6.9673359821e-01, 2.8059483199e-06, 3.7777645673e-05
6.6260000000e+00, -3.0581414005e-03, -7.0117664628e-01, 1.6561938864e-05, 4.0036091882e-05
6.6270000000e+00, -3.0491623661e-03, -7.0567882458e-01, 9.1022225988e-06, 4.9685816592e-05
6.6280000000e+00, -3.0552396394e-03, -7.1013576552e-01, 1.5740685697e-05, 4.9891129883e-05
6.6290000000e+00, -3.0126987265e-03, -7.1464985199e-01, 1.4440368183e-05, 5.0370194231e-05
6.6300000000e+00, -3.0570532401e-03, -7.1903137451e-01, 9.9234757656e-06, 4.1883911507e-05
6.6310000000e+00, -3.0571969594e-03, -7.2334199550e-01, 4.0378280701e-06, 4.4552984299e-05
6.6320000000e+00, -3.0423254337e-03, -7.2766993125e-01, 6.4331498066e-06, 4.4621422063e-05
6.6330000000e+00, -3.0831827777e-03, -7.3192169577e-01, 6.2278365149e-06, 4.7974872494e-05
6.6340000000e+00, -3.0408745531e-03, -7.3614451112e-01, 2.7375105560e-06, 4.5647988522e-05
6.6350000000e+00, -3.0275155020e-03, -7.4047053061e-01, 1.9162573892e-06, 4.7632683675e-05
6.6360000000e+00, -3.0217256673e-03, -7.4461662723e-01, 3.9693903062e-06, 4.7974872494e-05
6.6370000000e+00, -3.0438858147e-03, -7.4889193434e-01, 7.0490896817e-06, 4.1062658340e-05
6.6380000000e+00, -3.0623229478e-03, -7.5310270464e-01, 7.4597162651e-06, 4.0857345049e-05
6.6390000000e+00, -3.0285215371e-03, -7.5724729562e-01, 1.3345363961e-05, 4.4758297591e-05
6.6400000000e+00, -3.0421543393e-03, -7.6134952363e-01, 1.0060351293e-05, 4.4073919952e-05
6.6410000000e+00, -3.0591884983e-03, -7.6543806408e-01, 1.3003175141e-05, 4.2978915729e-05
6.6420000000e+00, -3.0192482203e-03, -7.6945474488e-01, 6.0909609871e-06, 5.2765515967e-05
6.6430000000e+00, -3.0448576309e-03, -7.7349401014e-01, 3.4218881950e-06, 4.6400803924e-05
6.6440000000e+00, -3.0740668678e-03, -7.7746374264e-01, 9.9919135295e-06, 4.0446718465e-05
6.6450000000e+00, -3.0409498347e-03, -7.8143881328e-01, 2.1215706809e-06, 4.9891129883e-05
6.6460000000e+00, -3.0170650557e-03, -7.8538144442e-01, 1.2318797502e-05, 4.2157662563e-05
6.6470000000e+00, -3.0778925387e-03, -7.8929642670e-01, 7.6650295568e-06, 4.8317061314e-05
6.6480000000e+00, -3.0676405619e-03, -7.9311046328e-01, 6.4331498066e-06, 5.0986134106e-05
6.6490000000e+00, -3.0684686588e-03, -7.9690547417e-01, 8.2125316681e-06, 5.2697078203e-05
6.6500000000e+00, -3.0534328825e-03, -8.0064511890e-01, 7.5281540290e-06, 4.0994220576e-05
6.6510000000e+00, -3.0537956026e-03, -8.0443123288e-01, 4.7906434730e-06, 4.8590812369e-05
6.6520000000e+00, -3.0439063460e-03, -8.0818798705e-01, 1.1634419863e-06, 4.6127052869e-05
6.6530000000e+00, -3.0245726782e-03, -8.1183366673e-01, 1.3003175141e-06, 4.2157662563e-05
6.6540000000e+00, -3.0578471181e-03, -8.1550131494e-01, 1.5603810169e-05, 4.1678598215e-05
6.6550000000e+00, -3.0550206386e-03, -8.1919544856e-01, 1.0539415641e-05, 4.9343627772e-05
6.6560000000e+00, -3.0417231814e-03, -8.2278500927e-01, 6.1593987510e-06, 5.2697078203e-05
6.6570000000e+00, -3.0476225165e-03, -8.2640988388e-01, 7.7334673207e-06, 4.0583593993e-05
6.6580000000e+00, -3.0209591644e-03, -8.2992751650e-01, 2.3268839726e-06, 4.0583593993e-05
6.6590000000e+00, -3.0191113448e-03, -8.3340018552e-01, 5.8172099315e-06, 4.9480503300e-05
6.6600000000e+00, -3.0321350509e-03, -8.3678060043e-01, 7.3912785012e-06, 4.6332366161e-05
6.6610000000e+00, -3.0170855870e-03, -8.4026757294e-01, 6.9806519178e-06, 3.9830778590e-05
6.6620000000e+00, -3.0321966449e-03, -8.4365127286e-01, 1.3550677252e-05, 3.8804212132e-05
6.6630000000e+00, -3.0012901515e-03, -8.4702190117e-01, 4.4484546535e-06, 5.1396760689e-05
6.6640000000e+00, -3.0212055403e-03, -8.5039930482e-01, 8.1440939041e-06, 4.2157662563e-05
6.6650000000e+00, -3.0150392979e-03, -8.5376616905e-01, 3.2165749033e-06, 4.6469241688e-05
6.6660000000e+00, -3.0296712915e-03, -8.5699389931e-01, 9.1706603627e-06, 4.3594855605e-05
6.6670000000e+00, -3.0373226333e-03, -8.6020896858e-01, 1.0470977877e-05, 4.8522374605e-05
6.6680000000e+00, -3.0175441200e-03, -8.6335046726e-01, 6.3647120427e-06, 4.7701121439e-05
6.6690000000e+00, -3.0405392081e-03, -8.6648827030e-01, 7.5965917929e-06, 4.3663293368e-05
6.6700000000e+00, -3.0395605481e-03, -8.6957426595e-01, -2.4637595004e-06, 4.3663293368e-05
6.6710000000e+00, -3.0540830412e-03, -8.7273266875e-01, 4.8590812369e-06, 4.5100486410e-05
6.6720000000e+00, -3.0157099880e-03, -8.7584330200e-01, 1.9094136128e-05, 4.2226100327e-05
6.6730000000e+00, -3.0244837091e-03, -8.7890541287e-01, 8.2125316681e-06, 3.7572332381e-05
6.6740000000e+00, -3.0336338379e-03, -8.8185412236e-01, 1.1360668807e-05, 4.5442675230e-05
6.6750000000e+00, -3.0164696472e-03, -8.8484902735e-01, 5.8172099315e-06, 4.9754254356e-05
6.6760000000e+00, -3.0264341853e-03, -8.8780245905e-01, 6.6384630983e-06, 4.4826735355e-05
6.6770000000e+00, -3.0269474685e-03, -8.9071749716e-01, 1.1565982099e-05, 4.4484546535e-05
6.6780000000e+00, -3.0138690122e-03, -8.9357381568e-01, 2.5321972643e-06, 4.6742992744e-05
6.6790000000e+00, -2.9969854163e-03, -8.9644505362e-01, 5.7487721676e-06, 5.2765515967e-05
6.6800000000e+00, -3.0131641032e-03, -8.9924566380e-01, 1.1908170919e-05, 5.1533636217e-05
6.6810000000e+00, -3.0362550042e-03, -9.0216795632e-01, 1.5535372405e-05, 4.8248623550e-05
6.6820000000e+00, -3.0210207583e-03, -9.0480938025e-01, 1.7451629795e-05, 4.9685816592e-05
6.6830000000e+00, -3.0304857008e-03, -9.0749699968e-01, 2.8743860838e-06, 5.0849258578e-05
6.6840000000e+00, -3.0519751581e-03, -9.1017750158e-01, 2.0531329170e-06, 4.4210795480e-05
6.6850000000e+00, -3.0411688355e-03, -9.1280913891e-01, 6.2962742788e-06, 4.6674554980e-05
6.6860000000e+00, -3.0271185629e-03, -9.1537623944e-01, 9.6497247100e-06, 4.2020787035e-05
6.6870000000e+00, -3.0371583826e-03, -9.1801430992e-01, 1.1839733155e-05, 5.8035223788e-05
6.6880000000e+00, -3.0466164814e-03, -9.2056190568e-01, 9.7866002378e-06, 4.8111748022e-05
6.6890000000e+00, -3.0200763172e-03, -9.2302368049e-01, 7.3912785012e-06, 4.3457980077e-05
6.6900000000e+00, -3.0450629442e-03, -9.2546088614e-01, 4.3115791257e-06, 3.5177010645e-05
6.6910000000e+00, -3.0385271379e-03, -9.2785613944e-01, 3.5587637228e-06, 4.7906434730e-05
6.6920000000e+00, -3.0231491727e-03, -9.3018849843e-01, 1.1702857627e-05, 4.4963610883e-05
6.6930000000e+00, -3.0395537043e-03, -9.3250497986e-01, 1.0060351293e-05, 4.4552984299e-05
6.6940000000e+00, -3.0340170894e-03, -9.3478710554e-01, 1.0265664585e-06, 3.8941087659e-05
6.6950000000e+00, -3.0191729388e-03, -9.3696027829e-01, 8.3494071959e-06, 4.7564245911e-05
6.6960000000e+00, -3.0188649688e-03, -9.3913529887e-01, 6.1593987510e-06, 4.9412065536e-05
6.6970000000e+00, -3.0383697310e-03, -9.4126864084e-01, 8.5547204876e-06, 4.9001438953e-05
6.6980000000e+00, -3.0594211867e-03, -9.4340773159e-01, 1.3687552780e-06, 4.9891129883e-05
6.6990000000e+00, -3.0422912148e-03, -9.4555948333e-01, 7.9387806124e-06, 4.1883911507e-05
6.7000000000e+00, -3.0366382557e-03, -9.4758229831e-01, 9.1022225988e-06, 4.7495808147e-05
6.7010000000e+00, -3.0535766018e-03, -9.4954023430e-01, 5.8856476954e-06, 4.7906434730e-05
6.7020000000e+00, -3.0427497478e-03, -9.5156845587e-01, 1.7656943086e-05, 4.8385499078e-05
6.7030000000e+00, -3.0273033449e-03, -9.5359955183e-01, 9.6497247100e-06, 5.3586769134e-05
6.7040000000e+00, -3.0512018114e-03, -9.5553045490e-01, 7.1175274456e-06, 4.2431413618e-05
6.7050000000e+00, -3.0599618450e-03, -9.5738696612e-01, 1.3003175141e-06, 4.9822692120e-05
6.7060000000e+00, -3.0317244243e-03, -9.5927598528e-01, 4.7906434730e-06, 3.8667336604e-05
6.7070000000e+00, -3.0315191110e-03, -9.6108281068e-01, 7.5965917929e-06, 5.2765515967e-05
6.7080000000e+00, -2.9989153612e-03, -9.6285131094e-01, 9.1706603627e-06, 4.8180185786e-05
6.7090000000e+00, -3.0131777908e-03, -9.6457751666e-01, -6.8437763900e-08, 4.1952349271e-05
6.7100000000e+00, -3.0172429939e-03, -9.6627812666e-01, 8.1440939041e-06, 4.7701121439e-05
6.7110000000e+00, -3.0159974266e-03, -9.6795225124e-01, 1.4508805947e-05, 4.4210795480e-05
6.7120000000e+00, -3.0126029136e-03, -9.6962240643e-01, 8.8284715432e-06, 5.3107704787e-05
6.7130000000e+00, -3.0027410321e-03, -9.7137804038e-01, 1.2524110794e-05, 4.4142357716e-05
6.7140000000e+00, -3.0479920804e-03, -9.7284308760e-01, 4.9275190008e-06, 4.0652031757e-05
6.7150000000e+00, -3.0295891662e-03, -9.7428322346e-01, 4.1747035979e-06, 4.8933001189e-05
6.7160000000e+00, -3.0231217976e-03, -9.7574252190e-01, 8.2809694320e-06, 4.4826735355e-05
6.7170000000e+00, -3.0346261854e-03, -9.7714570137e-01, 8.4862827237e-06, 4.4689859827e-05
6.7180000000e+00, -3.0198436288e-03, -9.7852841796e-01, 5.8856476954e-06, 4.8248623550e-05
6.7190000000e+00, -3.0337844010e-03, -9.7992174239e-01, 7.2544029734e-06, 4.1815473743e-05
6.7200000000e+00, -3.0547126686e-03, -9.8122062271e-01, 7.4597162651e-06, 4.8248623550e-05
6.7210000000e+00, -3.0382465431e-03, -9.8245975687e-01, 1.0470977877e-05, 4.5716426285e-05
6.7220000000e+00, -3.0101665293e-03, -9.8370286041e-01, 3.5587637228e-06, 3.5656074992e-05
6.7230000000e+00, -3.0079559895e-03, -9.8490312191e-01, 7.3228407373e-06, 4.9548941064e-05
6.7240000000e+00, -3.0505721840e-03, -9.8605191822e-01, 9.1706603627e-06, 4.4689859827e-05
6.7250000000e+00, -3.0284530993e-03, -9.8729632208e-01, 1.0060351293e-05, 4.4895173119e-05
6.7260000000e+00, -3.0231286414e-03, -9.8834499393e-01, 9.3075358905e-06, 4.0857345049e-05
6.7270000000e+00, -3.0374595088e-03, -9.8935267157e-01, 4.6537679452e-06, 4.9480503300e-05
6.7280000000e+00, -3.0329152414e-03, -9.9036575579e-01, 1.0334102349e-05, 4.0652031757e-05
6.7290000000e+00, -3.0073537372e-03, -9.9136433120e-01, 3.9693903062e-06, 4.3252666785e-05
6.7300000000e+00, -3.0023235617e-03, -9.9225586995e-01, 1.2387235266e-05, 4.4484546535e-05
6.7310000000e+00, -3.0294112280e-03, -9.9318422822e-01, -1.9846951531e-06, 4.5853301813e-05
6.7320000000e+00, -3.0292880400e-03, -9.9400397576e-01, 1.2250359738e-05, 4.1541722688e-05
6.7330000000e+00, -3.0174346196e-03, -9.9473051106e-01, 5.0643945286e-06, 4.7564245911e-05
6.7340000000e+00, -3.0288911010e-03, -9.9548900679e-01, 9.1022225988e-06, 4.8522374605e-05
6.7350000000e+00, -3.0288089757e-03, -9.9621020395e-01, 1.0128789057e-05, 4.4142357716e-05
6.7360000000e+00, -3.0370488822e-03, -9.9686173146e-01, 4.3115791257e-06, 3.9899216354e-05
6.7370000000e+00, -3.0386708572e-03, -9.9751353273e-01, 9.8550380017e-06, 4.3526417841e-05
6.7380000000e+00, -3.0526390044e-03, -9.9817984280e-01, 6.0909609871e-06, 4.8180185786e-05
